Phage Name,Zipcode,Population Density,County,pH,Waterquality,GHI,Dew Point,Albedo,Latitude,Longitude,AQI,PM25,PM10,CO_8H,NO2_1H,SO3_1H
Gandalph,99258,,Spokane County,7.799778687257732,"Stable, high stage",160.9194063926941,1.7452054794520548,0.29493150684927943,47.667944,-117.404394,13.0,3.1,14.0,1.1,13.0,9.0
Ganymede,49423,580.0,Ottawa County,7.7998079250373085,"Stable, high stage",166.8412100456621,5.32468036529679,0.2966849315068809,42.787808,-86.10096899999999,26.0,6.2,28.0,2.2,27.0,18.0
Gardann,30518,1138.0,Gwinnett County,7.7991566860372945,Not applicable,195.6087899543379,10.193835616438355,0.1390684931506725,34.083391999999996,-84.067072,53.0,13.0,59.0,4.7,55.0,37.0
GardenSalsa,15241,1961.0,Allegheny County,7.799079359462569,"Stable, normal stage",166.59771689497714,6.323173515981735,0.22989041095893176,40.337159,-80.081037,37.0,8.8,39.0,3.2,39.0,25.0
GardenState,,,,,,171.8810502283105,7.372260273972603,0.15276712328764416,40.6584,-74.2996,38.0,9.1,41.0,3.3,40.0,26.0
Gareth,19104,17232.0,Philadelphia County,7.798753478396537,"Stable, normal stage",174.19646118721462,7.453995433789954,0.14523287671230675,39.959412,-75.188599,67.0,19.7,87.0,6.1,69.0,48.0
Gargoyle,15232,14310.0,Allegheny County,7.798711213163067,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.449009999999994,-79.93248,35.0,8.4,37.0,3.0,37.0,24.0
Gator,07071,4509.0,Bergen County,7.797875197420845,,173.59372146118722,6.853881278538813,0.1923835616438261,40.812,-74.1243,15.0,3.6,16.0,1.3,15.0,10.0
Gattaca,04658,56.0,Washington County,,,159.21175799086757,4.164497716894977,0.2743835616437935,44.555822,-67.86397099999999,33.0,7.9,35.0,2.9,34.0,23.0
GaugeLDP,40324,267.0,Scott County,,,178.83127853881282,8.407077625570778,0.1941369863013892,38.207612,-84.555431,47.0,11.2,50.0,4.1,49.0,32.0
Gelo,43950,191.0,Belmont County,7.797881061241274,"Stable, normal stage",164.93858447488591,6.004566210045662,0.24846575342468905,40.077135999999996,-80.912225,34.0,8.1,36.0,2.9,36.0,23.0
GemG,,,,,,165.3197488584475,6.24406392694064,0.21063013698629074,40.439444,-79.950556,35.0,8.4,37.0,3.0,37.0,24.0
Gemini,25276,46.0,Roane County,,,171.37614155251146,7.598173515981735,0.18339726027396933,38.770916,-81.31445,35.0,8.4,37.0,3.0,37.0,24.0
Gemma,24060,402.0,Montgomery County,7.797734997980778,,185.34543378995443,6.466324200913242,0.17654794520550587,37.220278,-80.44805600000001,46.0,11.0,49.0,4.0,48.0,32.0
GeneCoco,43210,6102.0,Franklin County,7.797814746811304,"Stable, normal stage",171.3874429223744,6.369520547945205,0.2559452054794956,39.998333,-83.013297,13.0,3.1,14.0,1.1,13.0,9.0
GenevaB15,15042,486.0,Beaver County,7.797848043821903,"Stable, normal stage",164.0670091324201,5.677511415525112,0.23619178082191605,40.684444,-80.251667,31.0,7.4,33.0,2.7,32.0,21.0
Gengar,78401,2502.0,Nueces County,,,215.80068493150685,17.584589041095892,0.14580821917809164,27.793114000000003,-97.402264,10.0,2.4,10.0,0.8,10.0,7.0
Genie2,63105,6647.0,Saint Louis County,7.798055271817549,"Stable, normal stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.646276,-90.31050400000001,38.0,9.1,41.0,3.3,40.0,26.0
Geodirt,83605,1423.0,Canyon County,7.798051820522217,"Stable, normal stage",190.51598173515976,-0.03184931506849315,0.3120273972602873,43.660833000000004,-116.677778,34.0,8.1,36.0,2.9,36.0,23.0
George,71234,34.0,Union Parish,7.7980326197101855,"Stable, normal stage",200.33835616438355,13.166780821917806,0.13208219178080186,32.609697,-92.377981,10.0,2.4,10.0,0.8,10.0,7.0
Georgie2,45344,257.0,Clark County,7.798042405995305,,174.07134703196346,6.145776255707762,0.2534520547945447,39.979756,-84.019986,37.0,8.8,39.0,3.2,39.0,25.0
Geostin,21122,1935.0,Anne Arundel County,7.798042405995305,,179.12785388127853,7.866415525114156,0.16564383561641835,39.140777,-76.528469,34.0,8.1,36.0,2.9,36.0,23.0
Geraldini,01060,1400.0,Hampshire County,7.7980344597993465,Not applicable,165.00262557077625,4.547716894977169,0.2734246575342758,42.3183,-72.6406,34.0,8.1,36.0,2.9,36.0,23.0
Geralt,19151,12494.0,Philadelphia County,7.797785693810938,Not applicable,174.19646118721462,7.453995433789954,0.14523287671230675,39.954694,-75.187444,67.0,19.7,87.0,6.1,69.0,48.0
Gershwin,15260,,Allegheny County,7.816276145592167,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444253,-79.953239,35.0,8.4,37.0,3.0,37.0,24.0
Gervas,,,,,,182.09942922374432,7.8624086757990765,0.14802739726026898,38.5701,-90.4943,22.0,5.2,23.0,1.9,23.0,15.0
Getalong,42103,267.0,Warren County,7.798927784755121,,180.650799086758,9.865273972602736,0.163890410958919,36.93262,-86.40674,44.0,10.5,47.0,3.8,46.0,30.0
Gex,80007,283.0,Jefferson County,7.798053492337327,"Stable, normal stage",191.9359589041096,-2.46472602739726,0.3101369863013869,39.818000000000005,-105.19,55.0,14.0,63.0,4.9,57.0,39.0
Ghobes,15213,14474.0,Allegheny County,7.797978701765103,"Stable, normal stage",166.06221461187215,6.1813470319634725,0.20728767123284966,40.445208,-79.961812,35.0,8.4,37.0,3.0,37.0,24.0
Ghost,19087,2018.0,Delaware County,7.797762428790341,"Stable, normal stage",174.9670091324201,7.165639269406393,0.16457534246574065,40.0547,-75.3719,55.0,14.0,63.0,4.9,57.0,39.0
Giantsbane,,,,,,226.7365296803653,8.049885844748859,0.13852054794521435,34.065562,-118.441146,42.0,10.0,45.0,3.6,44.0,29.0
Gibbin,15213,14474.0,Allegheny County,7.797680250585012,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.447276,-79.95399499999999,35.0,8.4,37.0,3.0,37.0,24.0
Gibbles,66045,6252.0,Douglas County,7.797707359546817,Falling stage,184.92248858447488,7.227899543378996,0.17876712328770053,38.9558,-95.2494,24.0,5.7,25.0,2.1,25.0,16.0
Gibbous,68508-1086,,Lancaster County,7.7977336602582445,"Stable, normal stage",185.0384703196347,4.695091324200913,0.22369863013703395,40.8228,-96.6958,21.0,5.0,22.0,1.8,22.0,14.0
Gibson,75468,18.0,Lamar County,7.797851273013138,,200.35605022831047,11.058904109589042,0.17860273972603674,33.562546999999995,-95.372357,59.0,15.9,71.0,5.3,61.0,42.0
Gideon,75602,475.0,Gregg County,7.7977219405336395,Not applicable,199.6557077625571,11.948515981735161,0.13501369863011378,32.465263,-94.727687,33.0,7.9,35.0,2.9,34.0,23.0
Gilda,06515,3759.0,New Haven County,7.797693903745924,Not applicable,171.77636986301368,6.426255707762557,0.1953424657534197,41.335,-72.9433,53.0,13.0,59.0,4.7,55.0,37.0
Giles,15241,1961.0,Allegheny County,7.797528500746959,"Stable, normal stage",166.59771689497714,6.323173515981735,0.22989041095893176,40.332538,-80.09076800000001,37.0,8.8,39.0,3.2,39.0,25.0
Gilgamesh,63105,6647.0,Saint Louis County,7.7974550708538075,Peak stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.645,-90.311,38.0,9.1,41.0,3.3,40.0,26.0
Gill,,,,,,165.3197488584475,6.24406392694064,0.21063013698629074,40.452545,-79.952315,35.0,8.4,37.0,3.0,37.0,24.0
Gilson,63105,6647.0,Saint Louis County,7.79743814740213,"Stable, normal stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.647,-90.311,38.0,9.1,41.0,3.3,40.0,26.0
Gina,15213,14474.0,Allegheny County,7.7973880095651715,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446653999999995,-79.95430400000001,35.0,8.4,37.0,3.0,37.0,24.0
GirlPower,76203,,Denton County,7.799033317566158,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.210716,-97.148032,42.0,10.0,45.0,3.6,44.0,29.0
Girr,63105,6647.0,Saint Louis County,7.7990604263365775,"Stable, normal stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.6457,-90.3114,38.0,9.1,41.0,3.3,40.0,26.0
Gisselle,43210,6102.0,Franklin County,7.746763237625818,Falling stage,171.3874429223744,6.369520547945205,0.2559452054794956,40.0037,-83.0162,13.0,3.1,14.0,1.1,13.0,9.0
Giuseppe,19066,4297.0,Philadelphia County,7.798890079600362,Not applicable,175.20856164383565,7.49200913242009,0.16854794520545618,39.996932,-75.234449,67.0,19.7,87.0,6.1,69.0,48.0
Gizmo,61701,3198.0,McLean County,7.798878856186937,Not applicable,177.9,5.5188356164383565,0.2431506849315366,40.492444,-88.99090100000001,28.0,6.7,30.0,2.4,29.0,19.0
Gladiator,63130,5973.0,Saint Louis County,7.798927137530121,Falling stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.65268,-90.31693,40.0,9.6,43.0,3.5,42.0,28.0
Glamour,42103,267.0,Warren County,7.798927784755121,,180.650799086758,9.865273972602736,0.163890410958919,36.93262,-86.40674,44.0,10.5,47.0,3.8,46.0,30.0
Glaske,75602,475.0,Gregg County,7.798810761069884,,199.6557077625571,11.948515981735161,0.13501369863011378,32.46555,-94.72776999999999,33.0,7.9,35.0,2.9,34.0,23.0
Glenn,15213,14474.0,Allegheny County,7.80424378327668,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4475,-79.953056,35.0,8.4,37.0,3.0,37.0,24.0
GoCrazy,43210,6102.0,Franklin County,7.798908525363013,"Stable, normal stage",171.3874429223744,6.369520547945205,0.2559452054794956,40.0055,-83.0135,13.0,3.1,14.0,1.1,13.0,9.0
Goby,76201,4857.0,Denton County,7.798906081868322,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.212158,-97.14899399999999,42.0,10.0,45.0,3.6,44.0,29.0
GodPhather,43403,24371.0,Wood County,7.79890468038025,Falling stage,169.36986301369862,5.388698630136986,0.2720000000000412,41.376389,-83.640833,30.0,7.2,32.0,2.6,31.0,21.0
GodonK,,,Allegheny County,7.798875847701818,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.442958000000004,-79.9565,35.0,8.4,37.0,3.0,37.0,24.0
Godpower,75243,6366.0,Dallas County,7.799602778336481,"Stable, normal stage",203.9667808219178,10.717602739726024,0.16010958904110822,32.922006,-96.735198,43.0,10.3,46.0,3.7,45.0,30.0
Golden,15217,7151.0,Allegheny County,7.799557345037173,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4333,-79.9361,35.0,8.4,37.0,3.0,37.0,24.0
GoldenFace,,,,,,184.8769406392694,6.178196347031964,0.17249315068494767,37.2298,-80.4086,46.0,11.0,49.0,4.0,48.0,32.0
Gole,,,,,,164.72465753424655,5.183219178082191,0.26180821917812863,43.158734,-70.935866,41.0,9.8,44.0,3.6,43.0,28.0
Gollum,15213,14474.0,Allegheny County,7.743324310939867,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446506,-79.954011,35.0,8.4,37.0,3.0,37.0,24.0
Gomashi,54022,159.0,Pierce County,7.798111938709562,,162.46746575342462,2.0579908675799095,0.3163013698630409,44.851325,-92.61466300000001,21.0,5.0,22.0,1.8,22.0,14.0
GooberAzure,04106,2061.0,Cumberland County,7.7977593937251655,Not applicable,163.88310502283105,4.989497716894976,0.24504109589034165,43.641472,-70.240881,50.0,12.0,54.0,4.4,53.0,35.0
Goodman,15260,,Allegheny County,7.816276145592167,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444253,-79.953239,35.0,8.4,37.0,3.0,37.0,24.0
Goose,78412,4092.0,Nueces County,7.798840962317076,,213.35696347031964,18.322146118721463,0.14287671232877275,27.684721999999997,-97.348333,10.0,2.4,10.0,0.8,10.0,7.0
Gophee,10962,1015.0,Rockland County,7.798840962317076,,169.68162100456618,6.5220319634703205,0.21528767123286696,41.05,-73.94,16.0,3.8,17.0,1.4,16.0,11.0
Gordon,15129,1356.0,Allegheny County,7.798758814519722,"Stable, normal stage",166.95981735159816,5.841324200913242,0.2271780821918068,40.311794,-80.003091,38.0,9.1,41.0,3.3,40.0,26.0
Gorge,23188,395.0,James City County,7.7981436195921745,,187.31084474885844,9.775114155251144,0.15063013698629998,37.3365,-76.7561,57.0,14.9,67.0,5.1,59.0,40.0
Gorgeous,19444,2171.0,Montgomery County,7.798121546781329,Not applicable,176.00468036529682,7.097374429223744,0.1822191780822185,40.080855,-75.278973,55.0,14.0,63.0,4.9,57.0,39.0
GourdThymes,,,,,,170.51073059360732,6.4440639269406415,0.1861369863013988,40.24,-76.72,39.0,9.3,42.0,3.4,41.0,27.0
Graduation,90022,15334.0,Los Angeles County,7.798150246881628,Not applicable,227.2334474885845,6.574771689497718,0.13482191780821448,34.0308,-118.1434,61.0,16.8,75.0,5.5,63.0,43.0
Grand2040,47907,,Tippecanoe County,7.79763215512526,Not applicable,173.16632420091324,6.472374429223744,0.2340821917808549,40.42,-86.92,12.0,2.8,12.0,1.0,12.0,8.0
GrandSlam,72150,41.0,Grant County,7.797620388828848,Not applicable,190.35068493150692,11.017922374429224,0.1334246575342259,34.29583,-92.42194,29.0,6.9,31.0,2.5,30.0,20.0
Gravaillia,,,,,,182.3195205479452,5.816324200913242,0.1672602739726214,38.4337,-78.8612,23.0,5.5,24.0,2.0,24.0,16.0
Gravy,15213,14474.0,Allegheny County,7.797690030786295,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.431831,-79.952495,35.0,8.4,37.0,3.0,37.0,24.0
Gray,15213,14474.0,Allegheny County,7.797648102445913,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44644,-79.957555,35.0,8.4,37.0,3.0,37.0,24.0
Grayson,15213,14474.0,Allegheny County,7.797542111678213,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.441761,-79.955919,35.0,8.4,37.0,3.0,37.0,24.0
GreaseLightnin,53140,3473.0,Kenosha County,7.797542111678213,Not applicable,166.74212328767123,4.8859589041095886,0.2167945205478883,42.6194,-87.8212,35.0,8.4,37.0,3.0,37.0,24.0
GreedyLawyer,77201,,Harris County,7.747987542140128,Not determined,,,,,,,,,,,
GreenHearts,76631,13.0,Hill County,7.7973059930122455,,207.27557077625568,12.110502283105022,0.1627671232877011,32.0,-97.0,40.0,9.6,43.0,3.5,42.0,28.0
Greenhouse,76203,,Denton County,7.798011083791588,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.212216999999995,-97.149378,42.0,10.0,45.0,3.6,44.0,29.0
Greg,04469,11187.0,Penobscot County,7.797950619063362,,158.55593607305937,3.4551369863013703,0.3524383561643947,44.898132000000004,-68.669414,25.0,6.0,27.0,2.2,26.0,17.0
Grekaycon,43220,3671.0,Franklin County,7.797947101628525,Falling stage,171.68561643835616,6.417808219178082,0.2317808219178438,40.073321,-83.083753,13.0,3.1,14.0,1.1,13.0,9.0
GretelLyn,15213,14474.0,Allegheny County,7.797680250585012,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.447276,-79.95399499999999,35.0,8.4,37.0,3.0,37.0,24.0
Greys,61462,74.0,Warren County,7.797904748506763,,175.4324200913242,5.465296803652967,0.29624657534249044,40.920556,-90.62944399999999,30.0,7.2,32.0,2.6,31.0,21.0
Grif,,,,,,168.80399543378996,0.003538812785388128,0.3633150684931436,46.724444,-100.75361099999999,15.0,3.6,16.0,1.3,15.0,10.0
Grizzly,,,Miami-Dade County,7.79776881573425,Not applicable,224.7625570776256,20.882534246575343,0.02323287671233089,25.45,-80.22,29.0,6.9,31.0,2.5,30.0,20.0
GrootJr,,,,,,183.8195205479452,5.0382420091324205,0.2494246575342807,40.6218,-96.9492,21.0,5.0,22.0,1.8,22.0,14.0
Groupthink,42101,197.0,Warren County,,,181.31529680365296,9.667157534246572,0.16150684931508502,36.9854,-86.45,44.0,10.5,47.0,3.8,46.0,30.0
Grub,49423,580.0,Ottawa County,7.798045465902313,"Stable, high stage",166.8412100456621,5.32468036529679,0.2966849315068809,42.786253,-86.10234100000001,26.0,6.2,28.0,2.2,27.0,18.0
Grungle,90024-2704,,Los Angeles County,7.798047012349801,Not applicable,226.7365296803653,8.049885844748859,0.13852054794521435,34.066687,-118.45121599999999,42.0,10.0,45.0,3.6,44.0,29.0
Gruunaga,42103,267.0,Warren County,,,180.0409817351598,9.874063926940632,0.1646027397260484,36.963333,-86.36833299999999,44.0,10.5,47.0,3.8,46.0,30.0
GtownJaz,40324,267.0,Scott County,,,178.83127853881282,8.407077625570778,0.1941369863013892,38.207528,-84.555851,47.0,11.2,50.0,4.1,49.0,32.0
Guacamole,15213,14474.0,Allegheny County,7.79797541840974,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.445396,-79.957995,35.0,8.4,37.0,3.0,37.0,24.0
Gubbabump,,,,,,179.78367579908675,6.37134703196347,0.15504109589040746,37.1392,-80.5512,46.0,11.0,49.0,4.0,48.0,32.0
Gudmit,15210,5594.0,Allegheny County,7.7974804375026725,"Stable, normal stage",167.0736301369863,6.11700913242009,0.2343013698630064,40.4,-80.0,35.0,8.4,37.0,3.0,37.0,24.0
Guey18,15260,,Allegheny County,7.797439116045332,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4413,-79.9534,35.0,8.4,37.0,3.0,37.0,24.0
Guillaume,15260,,Allegheny County,7.797399578331914,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4444,-79.9538,35.0,8.4,37.0,3.0,37.0,24.0
Gumball,15260,,Allegheny County,7.759833335277246,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444259,-79.953213,35.0,8.4,37.0,3.0,37.0,24.0
Guntur,15213,14474.0,Allegheny County,7.797079650798148,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443611,-79.945,35.0,8.4,37.0,3.0,37.0,24.0
GurgleFerb,43123,982.0,Franklin County,7.797083254756062,"Stable, normal stage",170.58961187214612,6.143721461187215,0.24002739726030906,39.91,-83.04299999999999,13.0,3.1,14.0,1.1,13.0,9.0
Gustav,15206,5991.0,Allegheny County,7.797043895909223,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.462559999999996,-79.93115,35.0,8.4,37.0,3.0,37.0,24.0
Guwapp,10994,1159.0,Rockland County,7.796814415878455,,169.21906392694063,6.484018264840182,0.1968767123287357,41.096489,-73.97291899999999,16.0,3.8,17.0,1.4,16.0,11.0
Gyarad,84606,2853.0,Utah County,7.797363973282706,,195.16518264840184,-1.4984132420091318,0.3083835616438892,40.246,-111.649,39.0,9.3,42.0,3.4,41.0,27.0
HH92,04654,34.0,Washington County,,,155.38573059360732,4.418607305936073,0.28928767123288057,44.708381,-67.458035,17.0,4.0,18.0,1.4,18.0,11.0
HINdeR,43065,1344.0,Franklin County,7.789606728400022,,170.22351598173515,6.568949771689497,0.2355616438356524,40.12899,-83.06428000000001,13.0,3.1,14.0,1.1,13.0,9.0
HSavage,59601,212.0,Lewis and Clark County,7.7862400136992465,Not determined,163.61198630136983,-1.8009132420091325,0.3710684931506966,46.608443,-112.056423,15.0,3.6,16.0,1.3,15.0,10.0
HUHilltop,20373,362.0,Washington,7.784276020359671,"Stable, normal stage",177.050799086758,7.745091324200914,0.12202739726029035,38.855556,-77.02194399999999,47.0,11.2,50.0,4.1,49.0,32.0
